#"Steps"	"Temperature (K)"	"298K Weight"	"322.602K Weight"	"349.235K Weight"	"378.066K Weight"	"409.278K Weight"	"443.067K Weight"	"479.645K Weight"	"519.243K Weight"	"562.109K Weight"	"608.515K Weight"	"658.752K Weight"	"713.136K Weight"	"772.01K Weight"	"835.745K Weight"	"904.741K Weight"	"979.433K Weight"	"1060.29K Weight"	"1147.83K Weight"	"1242.59K Weight"	"1345.17K Weight"	"1456.22K Weight"	"1576.44K Weight"	"1706.59K Weight"	"1847.48K Weight"	"2000K Weight"
1094000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1095000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1096000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1097000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1098000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1099000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1100000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1101000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1102000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1103000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1104000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1105000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1106000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1107000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1108000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1109000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1110000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1111000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1112000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1113000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1114000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1115000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1116000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1117000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1118000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1119000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1120000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1121000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1122000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1123000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1124000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1125000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1126000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1127000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1128000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1129000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1130000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1131000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1132000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1133000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1134000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1135000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1136000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1137000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1138000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1139000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1140000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1141000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1142000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1143000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1144000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1145000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1146000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1147000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1148000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1149000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1150000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1151000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1152000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1153000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1154000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1155000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1156000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1157000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1158000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1159000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1160000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1161000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1162000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1163000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1164000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1165000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1166000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1167000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1168000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1169000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1170000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1171000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1172000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1173000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1174000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1175000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1176000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1177000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1178000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1179000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1180000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1181000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1182000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1183000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1184000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
